  0.100000001E+00  0.000000000E+00  0.741497815E+00
  0.200000003E+00  0.000000000E+00  0.794744015E+00
  0.300000012E+00  0.000000000E+00  0.839397728E+00
  0.400000006E+00  0.000000000E+00  0.875854135E+00
  0.500000000E+00  0.000000000E+00  0.904971659E+00
  0.600000024E+00  0.000000000E+00  0.927822530E+00
  0.700000048E+00  0.000000000E+00  0.945509315E+00
  0.800000072E+00  0.000000000E+00  0.959053218E+00
  0.900000095E+00  0.000000000E+00  0.969339848E+00
  0.100000012E+01  0.000000000E+00  0.977103949E+00
  0.110000014E+01  0.000000000E+00  0.982936502E+00
  0.120000017E+01  0.000000000E+00  0.987302601E+00
  0.130000019E+01  0.000000000E+00  0.990562260E+00
  0.140000021E+01  0.000000000E+00  0.992991030E+00
  0.150000024E+01  0.000000000E+00  0.994798064E+00
  0.160000026E+01  0.000000000E+00  0.996141016E+00
  0.170000029E+01  0.000000000E+00  0.997138262E+00
  0.180000031E+01  0.000000000E+00  0.997878313E+00
  0.190000033E+01  0.000000000E+00  0.998427331E+00
  0.200000024E+01  0.000000000E+00  0.998834431E+00
  0.210000014E+01  0.000000000E+00  0.999136269E+00
  0.220000005E+01  0.000000000E+00  0.999359965E+00
  0.229999995E+01  0.000000000E+00  0.999525785E+00
  0.239999986E+01  0.000000000E+00  0.999648631E+00
  0.249999976E+01  0.000000000E+00  0.999739647E+00
  0.259999967E+01  0.000000000E+00  0.999807119E+00
  0.269999957E+01  0.000000000E+00  0.999857068E+00
  0.279999948E+01  0.000000000E+00  0.999894083E+00
  0.289999938E+01  0.000000000E+00  0.999921501E+00
  0.299999928E+01  0.000000000E+00  0.999941826E+00
  0.309999919E+01  0.000000000E+00  0.999956906E+00
  0.319999909E+01  0.000000000E+00  0.999968052E+00
  0.329999900E+01  0.000000000E+00  0.999976337E+00
  0.339999890E+01  0.000000000E+00  0.999982476E+00
  0.349999881E+01  0.000000000E+00  0.999987006E+00
  0.359999871E+01  0.000000000E+00  0.999990344E+00
  0.369999862E+01  0.000000000E+00  0.999992847E+00
  0.379999852E+01  0.000000000E+00  0.999994695E+00
  0.389999843E+01  0.000000000E+00  0.999996066E+00
  0.399999833E+01  0.000000000E+00  0.999997079E+00
  0.409999847E+01  0.000000000E+00  0.999997854E+00
  0.419999838E+01  0.000000000E+00  0.999998391E+00
  0.429999828E+01  0.000000000E+00  0.999998808E+00
  0.439999819E+01  0.000000000E+00  0.999999106E+00
  0.449999809E+01  0.000000000E+00  0.999999344E+00
  0.459999800E+01  0.000000000E+00  0.999999523E+00
  0.469999790E+01  0.000000000E+00  0.999999642E+00
  0.479999781E+01  0.000000000E+00  0.999999762E+00
  0.489999771E+01  0.000000000E+00  0.999999821E+00
