  0.759999514E+01  0.745464087E+00  0.240374729E-01
  0.769999504E+01  0.819644272E+00  0.275008846E-01
  0.779999495E+01  0.900476873E+00  0.322032236E-01
  0.789999485E+01  0.988187015E+00  0.386749543E-01
  0.799999475E+01  0.108277583E+01  0.477350280E-01
  0.809999466E+01  0.118384361E+01  0.606731847E-01
  0.819999504E+01  0.129028904E+01  0.795591623E-01
  0.829999542E+01  0.139979875E+01  0.107766353E+00
  0.839999580E+01  0.150799477E+01  0.150840193E+00
  0.849999619E+01  0.160707641E+01  0.217850089E+00
  0.859999657E+01  0.168390644E+01  0.323169887E+00
  0.869999695E+01  0.171812260E+01  0.487749219E+00
  0.879999733E+01  0.168273008E+01  0.736540735E+00
  0.889999771E+01  0.155254066E+01  0.108547521E+01
  0.899999809E+01  0.132407653E+01  0.151540256E+01
  0.909999847E+01  0.103360593E+01  0.195449948E+01
  0.919999886E+01  0.744356871E+00  0.230718994E+01
  0.929999924E+01  0.506654680E+00  0.251439166E+01
  0.939999962E+01  0.335829437E+00  0.257733297E+01
  0.950000000E+01  0.222359180E+00  0.253255773E+01
  0.960000038E+01  0.149637967E+00  0.242102695E+01
  0.970000076E+01  0.103376716E+00  0.227417159E+01
  0.980000114E+01  0.736728758E-01  0.211244559E+01
  0.990000153E+01  0.542516708E-01  0.194805598E+01
  0.100000019E+02  0.412710011E-01  0.178788328E+01
  0.101000023E+02  0.323938653E-01  0.163558388E+01
  0.102000027E+02  0.261876862E-01  0.149291861E+01
  0.103000031E+02  0.217609257E-01  0.136054981E+01
  0.104000034E+02  0.185483284E-01  0.123851132E+01
  0.105000038E+02  0.161843114E-01  0.112648511E+01
  0.106000042E+02  0.144277047E-01  0.102396381E+01
  0.107000046E+02  0.131163774E-01  0.930347860E+00
  0.108000050E+02  0.121394265E-01  0.845002592E+00
  0.109000053E+02  0.114198225E-01  0.767292380E+00
  0.110000057E+02  0.109033817E-01  0.696600378E+00
  0.111000061E+02  0.105516389E-01  0.632339537E+00
  0.112000065E+02  0.103371562E-01  0.573958278E+00
  0.113000069E+02  0.102403918E-01  0.520943046E+00
  0.114000072E+02  0.102475779E-01  0.472818464E+00
  0.115000076E+02  0.103492653E-01  0.429146707E+00
  0.116000080E+02  0.105393147E-01  0.389525771E+00
  0.117000084E+02  0.108141946E-01  0.353587508E+00
  0.118000088E+02  0.111724883E-01  0.320995480E+00
  0.119000092E+02  0.116145518E-01  0.291442603E+00
  0.120000095E+02  0.121422773E-01  0.264649034E+00
  0.121000099E+02  0.127589395E-01  0.240359932E+00
  0.122000103E+02  0.134690963E-01  0.218343467E+00
  0.123000107E+02  0.142785348E-01  0.198388845E+00
  0.124000111E+02  0.151942596E-01  0.180304527E+00
  0.125000114E+02  0.162245017E-01  0.163916498E+00
  0.126000118E+02  0.173787568E-01  0.149066791E+00
  0.127000122E+02  0.186678506E-01  0.135612026E+00
  0.128000126E+02  0.201040134E-01  0.123422086E+00
  0.129000130E+02  0.217009820E-01  0.112378955E+00
  0.130000134E+02  0.234741196E-01  0.102375597E+00
  0.131000137E+02  0.254405513E-01  0.933149755E-01
  0.132000141E+02  0.276193209E-01  0.851091072E-01
  0.133000145E+02  0.300315674E-01  0.776782781E-01
  0.134000149E+02  0.327007286E-01  0.709502399E-01
  0.135000153E+02  0.356527567E-01  0.648595691E-01
  0.136000156E+02  0.389163680E-01  0.593470074E-01
  0.137000160E+02  0.425233208E-01  0.543589182E-01
  0.138000164E+02  0.465087108E-01  0.498467647E-01
  0.139000168E+02  0.509113111E-01  0.457666516E-01
  0.140000172E+02  0.557739399E-01  0.420789011E-01
  0.141000175E+02  0.611438751E-01  0.387476794E-01
  0.142000179E+02  0.670732930E-01  0.357406512E-01
  0.143000183E+02  0.736197755E-01  0.330286883E-01
  0.144000187E+02  0.808468387E-01  0.305855796E-01
  0.145000191E+02  0.888245404E-01  0.283878054E-01
  0.146000195E+02  0.976301432E-01  0.264143161E-01
  0.147000198E+02  0.107348815E+00  0.246463548E-01
  0.148000202E+02  0.118074417E+00  0.230673011E-01
  0.149000206E+02  0.129910380E+00  0.216625445E-01
  0.150000210E+02  0.142970622E+00  0.204193853E-01
  0.151000214E+02  0.157380581E+00  0.193269793E-01
  0.152000217E+02  0.173278287E+00  0.183763001E-01
  0.153000221E+02  0.190815568E+00  0.175601635E-01
  0.154000225E+02  0.210159361E+00  0.168732889E-01
  0.155000229E+02  0.231492981E+00  0.163124315E-01
  0.156000233E+02  0.255017638E+00  0.158766061E-01
  0.157000237E+02  0.280953825E+00  0.155674051E-01
  0.158000240E+02  0.309542954E+00  0.153894834E-01
  0.159000244E+02  0.341048658E+00  0.153512489E-01
  0.160000248E+02  0.375758290E+00  0.154658463E-01
  0.161000252E+02  0.413983971E+00  0.157525726E-01
  0.162000256E+02  0.456063330E+00  0.162389111E-01
  0.163000259E+02  0.502359390E+00  0.169634968E-01
  0.164000263E+02  0.553259254E+00  0.179804806E-01
  0.165000267E+02  0.609170973E+00  0.193660427E-01
  0.166000271E+02  0.670516670E+00  0.212282650E-01
  0.167000275E+02  0.737720966E+00  0.237223562E-01
  0.168000278E+02  0.811190307E+00  0.270745326E-01
  0.169000282E+02  0.891278267E+00  0.316201560E-01
  0.170000286E+02  0.978227258E+00  0.378657468E-01
  0.171000290E+02  0.107206964E+01  0.465915650E-01
  0.172000294E+02  0.117246127E+01  0.590237677E-01
  0.173000298E+02  0.127839756E+01  0.771261826E-01
  0.174000301E+02  0.138773143E+01  0.104094923E+00
  0.175000305E+02  0.149636638E+01  0.145181596E+00
  0.176000309E+02  0.159696043E+01  0.208988070E+00
  0.177000313E+02  0.167706418E+01  0.309219539E+00
  0.178000317E+02  0.171715879E+01  0.466113746E+00
  0.179000320E+02  0.169076538E+01  0.704562485E+00
  0.180000324E+02  0.157171977E+01  0.104257035E+01
  0.181000328E+02  0.135301757E+01  0.146618330E+01
  0.182000332E+02  0.106645393E+01  0.190897441E+01
  0.183000336E+02  0.774090946E+00  0.227504563E+01
  0.184000340E+02  0.529395998E+00  0.249906826E+01
  0.185000343E+02  0.351449907E+00  0.257633591E+01
  0.186000347E+02  0.232504576E+00  0.254125810E+01
  0.187000351E+02  0.156097591E+00  0.243530250E+01
  0.188000355E+02  0.107499078E+00  0.229115081E+01
  0.189000359E+02  0.763424486E-01  0.213034892E+01
  0.190000362E+02  0.560165569E-01  0.196585214E+01
  0.191000366E+02  0.424648263E-01  0.180500543E+01
  0.192000370E+02  0.332200751E-01  0.165174139E+01
  0.193000374E+02  0.267718658E-01  0.150798202E+01
  0.194000378E+02  0.221819449E-01  0.137448263E+01
  0.195000381E+02  0.188566912E-01  0.125133002E+01
  0.196000385E+02  0.164130144E-01  0.113823521E+01
  0.197000389E+02  0.145987282E-01  0.103470612E+01
  0.198000393E+02  0.132446336E-01  0.940149963E+00
  0.199000397E+02  0.122352019E-01  0.853934050E+00
  0.200000401E+02  0.114903133E-01  0.775421739E+00
